"","plot","NDVI1","NDVI2","NDVI3","NDVI4","NDVI5","NDVI6"
"378",7378,0.260050406979806,0.400551261315053,0.397140506501314,0.50128858275106,0.529370606541335,0.319037761626146
"379",7379,0.520019601767736,0.678962632380087,0.625383401791099,0.716188879909167,0.568005778869873,0.320295474750802
"380",7380,0.390605694640783,0.568059030239399,0.513042439789664,0.650780954628368,0.602516014251307,0.341256454003117
"381",7381,0.277608991708707,0.392526574907301,0.405703793403412,0.532239610750596,0.551053843521395,0.355141067447966
"382",7382,0.405278625230726,0.578320486721162,0.547768010666368,0.64246749631674,0.61753383250685,0.325623776806953
"383",7383,0.417478767303758,0.605783454175374,0.585895332967461,0.664321312273308,0.554042925303436,0.302150300960246
"384",7384,0.388535399810565,0.612772051308509,0.603797930951875,0.688306392604836,0.643145745227799,0.316375626531182
"385",7385,0.413695222743386,0.647793843688393,0.683473260258991,0.748380569346901,0.671301411415193,0.326053249878008
"386",7386,0.398700318364817,0.652636331400845,0.662859567947055,0.728913885717108,0.622058909363369,0.291949275011997
"387",7387,0.306424109396285,0.473556615453978,0.478082615974506,0.576344533800802,0.557564373750515,0.291094668618789
"388",7388,0.354165991682028,0.561112263277149,0.544950837415006,0.627966490020876,0.6278484006958,0.307124054975203
"389",7389,0.321486689134108,0.467323399598879,0.452221027407435,0.562071038585624,0.566901119067645,0.321715468031842
"390",7390,0.375328335150876,0.569905208454676,0.587088896565007,0.667964022418286,0.607760506276685,0.284968716083405
"391",7391,0.356744976838469,0.511118278060388,0.484555114403254,0.613031765524843,0.605194660355786,0.306541265957201
"392",7392,0.311492988254297,0.407530395218554,0.357883089462546,0.46691132819231,0.517719153706692,0.329238755213289
"393",7393,0.291984762142445,0.383356493409216,0.36535760900877,0.471323537770331,0.514475056979153,0.372040354233282
"394",7394,0.289191640487305,0.416332200863133,0.418850801736308,0.503282777101022,0.469432688469131,0.340083949604644
"395",7395,0.259144452405087,0.383305047977212,0.385001282186154,0.462276771174547,0.465548556124959,0.342790772220196
"396",7396,0.210286997969745,0.277265842945835,0.294421630726872,0.38586983002996,0.467475154154818,0.358707004759885
"397",7397,0.271970102863808,0.359733804745507,0.362875786953698,0.41896314191446,0.464363562921669,0.370931780011494
"398",7398,0.281232827661122,0.391044425470758,0.389325707070953,0.435273176082422,0.398222492114132,0.341138491999025
"399",7399,0.262460955908509,0.36609432191916,0.349621065706014,0.410726858506449,0.448237851733026,0.355292369644948
"400",7400,0.280558733994681,0.387413371360501,0.401790546410833,0.469818898740938,0.509348407295999,0.370356276840696
"401",7401,0.246498216494728,0.327970338224183,0.337819406914387,0.413142202518569,0.445655936361916,0.367406834752283
"402",7402,0.25768674233422,0.324849359948574,0.296122373565519,0.383905766080676,0.408734142651627,0.362324355298583
"403",7403,0.237475502090952,0.324143245441501,0.341454540671574,0.419702242627842,0.430261722526497,0.358810300378488
"404",7404,0.268172967453998,0.39623573263018,0.399203449346581,0.471277252107861,0.444885390290042,0.330847821920384
"405",7405,0.253214093006244,0.32777999458491,0.339632019608244,0.420638566104741,0.423367853944068,0.364465835342637
"406",7406,0.256637558228212,0.344680203567082,0.339890176382901,0.424613210185362,0.436887514095946,0.351617307007863
"407",7407,0.279800593207754,0.409762692718866,0.429302347204073,0.514053012614044,0.479522814180628,0.348251648143873
"408",7408,0.280865326767577,0.387303150076042,0.354386622528961,0.468861709481583,0.474764362747881,0.345381599092387
"409",7409,0.262253251012729,0.405432131241802,0.407427008604872,0.475866252159606,0.441161793979074,0.317345007490441
"410",7410,0.295308567689606,0.421290147735139,0.403301017393821,0.509052663158784,0.509902041504049,0.336999297001401
"411",7411,0.369143667376239,0.573026030643491,0.561531827050327,0.615760791053562,0.554189849817867,0.293692198909137
"412",7412,0.365806344928092,0.580825883115517,0.567273220966139,0.653216641609554,0.575790272890587,0.302687380693186
"413",7413,0.385518056734191,0.583618985613373,0.562451760087033,0.654020215006228,0.552202126481511,0.278772730068844
"414",7414,0.329330718703622,0.526257641951306,0.490470397735978,0.604734408730981,0.440921929064877,0.279778933744391
"415",7415,0.397714851603811,0.599352109322187,0.589144578911296,0.64881324121723,0.594767756124696,0.286191166630546
"416",7416,0.389686878550971,0.629344038093767,0.622672444635223,0.693810704983778,0.631795905715855,0.277928678782381
"417",7417,0.391132362018624,0.634759146990822,0.640584350793967,0.71203530486379,0.644814737948562,0.257930954572129
"418",7418,0.351738530149139,0.58882834966037,0.586355485234495,0.679093220359755,0.617993226319733,0.297122501878214
"419",7419,0.420290313480483,0.65627331925906,0.641181152654257,0.71329881794754,0.634740934788242,0.26223520214057
"420",7420,0.369260719728103,0.569194321086033,0.522395873652861,0.632710940157815,0.529176721877169,0.266106253659919
"421",7421,0.352902642603737,0.565219160674454,0.543534557388335,0.638040349204111,0.561975867256434,0.26434102027864
"422",7422,0.290263131339194,0.488902172011156,0.469600981310974,0.545751009636707,0.491463613761779,0.263919694266308
"423",7423,0.315154402229425,0.493500868348983,0.505649863554209,0.571923137270213,0.52075248599639,0.263958520241561
"424",7424,0.296384837152399,0.408625073336697,0.387220191189677,0.457434979350493,0.399796694372319,0.262580644012518
